,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,ncbi_genus_taxid
196313,GB_GCA_013369245.2,0,99.97,0.14,1173,f__Enterobacteriaceae (UID5124),336,0.0,3927428,88.91628810990278,61,2244581,50.81692417582542,4416995,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,10,10,353774,353774,2713,2,2536,JABWNE020000042.1,none,0,none,none,2536,4649,0,99.763,AWAO01000010.35241.38142,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli KOEGE 71 (186a),72409,72409,f,f,t,177907,177907,Contig,ASM1336924v2,na,PRJNA357722,SAMN14503428,61,177907,USA: New York,2020-08-12,GCA_013369245.2,none,full,none,soil,40.7 N 74.0 W,0,3,Escherichia sp. 93.0743,none,na,5,none,none,none,none,none,2020/08/12,0,2723306,1,93.0743,FDA,2723306,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 93.0743,0,4416995,11,56,none,4416995,0,JABWNE000000000.2,4109,61,1702,1,none,none,none,none,none,none,1539,JABWNE020000043.1,1539,2826,0,99.805,CP010228.3837416.3838971,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,57,1,561.0
185966,GB_GCA_013369275.2,0,100.0,0.17,1173,f__Enterobacteriaceae (UID5124),336,0.0,4108981,87.98994824222723,109,2352696,50.380763325431545,4669830,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,11,11,342098,342098,3248,1,2904,JABWND020000062.1,3248,1,111,JABWND020000062.1,2904,5330,0,99.793,ADJX01000013.2906.5810,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli H605,42842,42842,t,f,f,152018,152018,Contig,ASM1336927v2,na,PRJNA357722,SAMN14503430,109,152018,USA: New York,2020-08-12,GCA_013369275.2,none,full,none,soil,40.7 N 74.0 W,0,5,Escherichia sp. 93.0750,none,na,4,none,none,none,none,none,2020/08/12,0,2723307,1,93.0750,FDA,2723307,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 93.0750,0,4669830,11,51,none,4669830,0,JABWND000000000.2,4331,109,1732,1,none,none,none,none,none,none,1539,JABWND020000069.1,1539,2820,0,99.74,CP032892.4829929.4831482,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,52,1,561.0
287679,GB_GCA_013368855.2,0,99.97,0.61,1173,f__Enterobacteriaceae (UID5124),336,27.27,4119899,88.2574825221265,104,2361143,50.5809819742526,4668045,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,8,8,551578,551578,2955,1,2904,JABWNC020000052.1,420758,1,111,JABWNC020000002.1,2904,5341,0,99.862,AWAO01000003.405829.408733,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli KOEGE 71 (186a),44885,44885,t,f,f,194520,194520,Contig,ASM1336885v2,na,PRJNA357722,SAMN14503436,104,194520,USA: New York,2020-08-12,GCA_013368855.2,none,full,none,water,40.7 N 74.0 W,0,1,Escherichia sp. 93.0816,none,na,3,none,none,none,none,none,2020/08/12,0,2723308,1,93.0816,FDA,2723308,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 93.0816,0,4668045,11,63,none,4668045,0,JABWNC000000000.2,4388,104,1768,1,none,none,none,none,none,none,1539,JABWNC020000061.1,1539,2826,0,99.805,CP032892.4829929.4831482,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,62,1,561.0
349831,RS_GCF_013368935.2,0,100.0,0.07,1173,f__Enterobacteriaceae (UID5124),336,0.0,4269477,88.10455226158247,190,2431224,50.17052485998018,4845921,RS_GCF_002900365.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,not type material,none,f,18,18,265584,265584,3092,1,2900,NZ_JABWMX020000091.1,142271,1,111,NZ_JABWMX020000008.1,2901,5328,0,99.828,ADKG01000019.3116.6016,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli E1118,25504,25504,t,f,f,97581,97581,Contig,ASM1336893v2,na,PRJNA224116,SAMN14503467,190,97581,USA:NY,2020-08-12,GCA_013368935.2,none,full,none,none,40.7 N 74.0 W,0,2,Escherichia sp. 93.1447,none,na,3,none,none,none,none,none,2020/08/12,0,2723309,1,93.1447,FDA,2723309,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 93.1447,0,4845921,11,54,none,4845921,0,JABWMX000000000.2,4680,190,1732,1,none,none,none,none,none,none,1538,NZ_JABWMX020000102.1,1538,2835,0,99.935,CP025979.2766445.2767998,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia marmotae,0,18,54,1,561.0
290292,GB_GCA_013369235.2,0,100.0,0.7,1173,f__Enterobacteriaceae (UID5124),336,22.22,4121886,88.2491752905752,117,2360058,50.52861048023266,4670736,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,9,9,578739,578739,3055,1,2904,JABWMW020000053.1,184954,1,111,JABWMW020000006.1,2904,5297,0,99.587,ADJX01000013.2906.5810,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli H605,39920,39920,t,f,f,140999,140999,Contig,ASM1336923v2,na,PRJNA357722,SAMN14503470,117,140999,USA: New York,2020-08-12,GCA_013369235.2,none,full,none,none,40.7 N 74.0 W,0,5,Escherichia sp. 93.1462,none,na,4,none,none,none,none,none,2020/08/12,0,2723310,1,93.1462,FDA,2723310,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 93.1462,0,4670736,11,58,none,4670736,0,JABWMW000000000.2,4417,117,1732,1,none,none,none,none,none,none,1538,JABWMW020000055.1,1538,2824,0,99.805,CP029579.3112859.3114412,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,59,1,561.0
89027,GB_GCA_013368915.2,0,99.97,0.29,1173,f__Enterobacteriaceae (UID5124),336,20.0,4125632,88.20934033369453,142,2354509,50.341301817454095,4677092,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,12,12,324809,324809,1785,2,1674,JABWMT020000077.1,184459,2,111,JABWMT020000007.1,1674,3086,0,99.94,ASTS01000021.1.2362,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE114,32937,32937,f,f,t,145727,145727,Contig,ASM1336891v2,na,PRJNA357722,SAMN14503478,142,145727,USA: New York,2020-08-12,GCA_013368915.2,none,full,none,none,40.7 N 74.0 W,0,4,Escherichia sp. 93.1518,none,na,5,none,none,none,none,none,2020/08/12,0,2723311,1,93.1518,FDA,2723311,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 93.1518,0,4677092,11,57,none,4677092,0,JABWMT000000000.2,4461,142,1732,1,none,none,none,none,none,none,1539,JABWMT020000078.1,1539,2832,0,99.87,CP032261.3986590.3988143,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,57,1,561.0
151486,RS_GCF_013369155.2,0,99.97,0.09,1173,f__Enterobacteriaceae (UID5124),336,0.0,4686208,88.09163379042077,365,2676130,50.306060664733344,5319697,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,22,22,228334,228334,3084,1,2900,NZ_JABWMS020000135.1,291,1,110,NZ_JABWMS020000294.1,2902,5336,0,99.862,CP027579.4846664.4849566,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,14574,14574,t,f,f,64330,64330,Contig,ASM1336915v2,na,PRJNA224116,SAMN14503490,365,64330,USA:WI,2020-08-12,GCA_013369155.2,none,full,none,none,43.7 N 88.7 W,0,6,Escherichia sp. 94.0001,none,na,5,none,none,none,none,none,2020/08/12,0,2723312,2,94.0001,FDA,2723312,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 94.0001,0,5319697,11,63,none,5319697,0,JABWMS000000000.2,5105,365,1463,1,none,none,none,none,none,none,1444,NZ_JABWMS020000163.1,1444,2667,0,100,CP033250.3843552.3845105,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,63,1,561.0
345788,RS_GCF_012584495.1,0,99.87,0.23,1207,f__Enterobacteriaceae (UID5162),328,0.0,4726597,87.78214280606998,4,2725498,50.61782391298817,5384463,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,1,1,5024521,5024521,5024521,7,2903,NZ_CP051430.1,5024521,7,356,NZ_CP051430.1-#7,2903,5356,0,99.966,CP009104.157027.159959,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,1346115,1346115,t,f,f,5024521,5024521,Complete Genome,ASM1258449v1,na,PRJNA224116,SAMN14573117,none,none,China:Sichuan,2020-04-21,GCA_012584495.1,none,full,none,none,none,4,6,Escherichia sp. SCLE84,none,na,22,4,1,5024521,5024521,5024521,2020/04/21,0,2725997,7,SCLE84,Sichuan University,2725997,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. SCLE84,0,5384463,11,85,none,5384463,0,none,5142,4,5024521,7,none,none,none,none,none,none,1539,NZ_CP051430.1-#3,1539,2843,0,100,CU928145.224266.225807,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli 55989,0,19,85,1,561.0
152229,RS_GCF_013369205.2,0,99.97,0.04,1173,f__Enterobacteriaceae (UID5124),336,0.0,4667914,88.23605356034687,178,2666459,50.403203473857694,5290257,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,11,11,451105,451105,2959,1,2902,NZ_JABWOQ020000065.1,451105,1,111,NZ_JABWOQ020000001.1,2902,5349,0,99.931,CP027520.2513299.2516201,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,29720,29720,t,f,f,174580,174580,Contig,ASM1336920v2,na,PRJNA224116,SAMN12438184,178,174580,USA:VA,2020-08-12,GCA_013369205.2,none,full,none,none,37.4 N 78.6 W,0,8,Escherichia sp. 0.2392,none,na,3,none,none,none,none,none,2020/08/12,0,2730946,1,0.2392,FDA,2730946,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 0.2392,0,5290257,11,60,none,5290257,0,JABWOQ000000000.2,4973,178,1698,1,none,none,none,none,none,none,1538,NZ_JABWOQ020000071.1,1538,2835,0,99.935,CP032261.4674941.4676494,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,61,1,561.0
250101,RS_GCF_013369195.2,0,99.97,0.11,1173,f__Enterobacteriaceae (UID5124),336,0.0,4614264,87.77212509950837,223,2646573,50.34287948001701,5257095,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,10,10,587331,587331,3060,1,2901,NZ_JABWON020000078.1,587331,1,111,NZ_JABWON020000001.1,2901,5341,0,99.897,AFQI01000084.642.3543,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli TA124,23574,23574,t,f,f,150164,150164,Contig,ASM1336919v2,na,PRJNA224116,SAMN12438270,223,150164,USA:CO,2020-08-12,GCA_013369195.2,none,full,none,none,39.55 N 105.78 W,0,4,Escherichia sp. 79.0191,none,na,5,none,none,none,none,none,2020/08/12,0,2730947,1,79.0191,FDA,2730947,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 79.0191,0,5257095,11,60,none,5257095,0,JABWON000000000.2,4986,223,1702,1,none,none,none,none,none,none,1538,NZ_JABWON020000091.1,1538,2830,0,99.87,CP032261.4674941.4676494,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,60,1,561.0
51730,RS_GCF_013421435.1,0,99.37,0.04,1173,f__Enterobacteriaceae (UID5124),336,0.0,4003269,88.12990042408701,87,2304119,50.72399032771641,4542464,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,13,13,414160,414160,1742,2,1709,NZ_JACBFE010000077.1,63918,1,111,NZ_JACBFE010000025.1,1709,3157,0,100,CP033096.4350907.4353836,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,52212,52212,f,f,t,110270,110270,Contig,ASM1342143v1,na,PRJNA224116,SAMN14896650,87,110270,USA: Geneseo; NY,2020-07-17,GCA_013421435.1,none,full,none,Integrated Science Center Phone,none,0,9,Escherichia sp. Gen1,none,na,6,none,none,none,none,none,2020/07/17,0,2735556,2,Gen1,SUNY Geneseo,2735556,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. Gen1,0,4542464,11,43,none,4542464,0,JACBFE000000000.1,4265,87,1463,1,none,none,none,none,none,none,1444,NZ_JACBFE010000079.1,1444,2667,0,100,CP033250.3843552.3845105,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,17,44,1,561.0
284885,RS_GCF_020283705.1,0,99.26,0.04,1173,f__Enterobacteriaceae (UID5124),336,0.0,4034603,88.4067901342776,54,2307061,50.55375385114318,4563680,RS_GCF_014836715.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia whittamii,not type material,none,f,6,6,468162,468162,4848,1,2899,NZ_JAINCF010000021.1,465462,7,496,NZ_JAINCF010000022.1,2899,5337,0,99.897,LFHY01000029.96.2995,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. B1147,84510,86107,t,f,f,361191,361191,Scaffold,ASM2028370v1,na,PRJNA224116,SAMN20959621,54,361191,United Kingdom: southeast England,2021-10-05,GCA_020283705.1,none,full,none,Fecal material [ENVO:00002003],none,0,5,Escherichia whittamii,none,representative genome,14,53,6,361191,150119,73388,2021/10/05,1,2762229,5,C2-3,Quadram Institute Bioscience,2762229,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia whittamii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia whittamii,100,4563680,11,76,none,4563580,0,JAINCF000000000.1,4209,53,4848,1,none,none,none,none,none,none,1446,NZ_JAINCF010000021.1,1446,2654,0,99.793,CP032892.4729892.4731445,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,100,19,75,1,561.0
160002,RS_GCF_014982845.1,0,99.93,0.1,1207,f__Enterobacteriaceae (UID5162),328,0.0,4369864,88.12153325753705,50,2503994,50.494887380402055,4958906,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,9,9,363684,363684,148760,1,236,NZ_JADCKE010000014.1,148760,5,356,NZ_JADCKE010000014.1,236,436,4.04e-121,100,CP033401.4051560.4054489,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,99178,99178,f,f,t,220154,220154,Contig,ASM1498284v1,na,PRJNA224116,SAMN16401883,50,220154,Germany: Aachen,2020-10-25,GCA_014982845.1,none,full,none,gastrointestinal tract,50.7753 N 6.0839 E,0,7,Escherichia sp. DSM 109009,none,na,9,none,none,none,none,none,2020/10/25,0,2779353,1,DSM 109009,UniKlinik RWTH Aachen,2779353,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. DSM 109009,0,4958906,11,77,none,4958906,0,JADCKE000000000.1,4698,50,253221,1,none,none,none,none,none,none,997,NZ_JADCKE010000005.1,997,1842,0,100,CP031321.708699.710251,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,77,1,561.0
385270,GB_GCA_019374985.1,0,99.93,6.84,1207,f__Enterobacteriaceae (UID5162),328,0.0,4749068,87.60210876598822,742,2681062,49.45532153516393,5421180,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,8,8,617706,617706,6185,9,2919,JAENDL010000048.1,111940,7,352,JAENDL010000013.1,2919,5391,0,100,CP031537.837913.840838,Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,7306,7306,f,f,t,177488,177488,Contig,ASM1937498v1,na,PRJNA688628,SAMN17183829,742,177488,China: Henan,2021-07-27,GCA_019374985.1,none,full,none,none,none,0,none,Escherichia sp. XD97,none,na,none,none,none,none,none,none,2021/07/27,0,2800163,none,XD97,Huazhong Agricultural University,2800163,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. XD97,0,5421180,none,none,none,5421180,0,JAENDL000000000.1,5555,742,6185,5,none,none,none,none,none,none,1550,JAENDL010000048.1,1550,2857,0,99.935,CP031779.547336.548889,Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,0,19,91,1,561.0
279857,RS_GCF_019375075.1,0,99.97,1.79,1173,f__Enterobacteriaceae (UID5124),336,6.45,4678702,87.02134976682783,428,2690295,50.0380452037655,5376499,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,19,19,290228,290228,2953,6,2899,NZ_JAENDM010000108.1,56818,5,356,NZ_JAENDM010000026.1,2899,5343,0,99.931,MOKQ01000069.171.3093,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,12561,12561,t,f,f,96577,96577,Contig,ASM1937507v1,na,PRJNA224116,SAMN17183819,428,96577,China: Henan,2021-07-27,GCA_019375075.1,none,full,none,none,none,0,6,Escherichia sp. XD33,none,na,24,none,none,none,none,none,2021/07/27,0,2800165,6,XD33,Huazhong Agricultural University,2800165,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. XD33,0,5376499,11,87,none,5376499,0,JAENDM000000000.1,5353,428,4353,4,none,none,none,none,none,none,1550,NZ_JAENDM010000115.1,1550,2863,0,100,CP031779.547336.548889,Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,0,19,87,1,561.0
